term,raw_count_domain,category,bert_token_count,bert_tokens,llama4_token_count,llama4_tokens,gemma4_token_count,gemma4_tokens,openai_token_count,openai_tokens,mistral_token_count,mistral_tokens
entry,1,3,1,entry,1,entry,1,entry,1,entry,1,entry
potential,1,3,1,potential,1,potential,1,potential,1,potential,2,pot | ential
state,2,3,1,state,1,state,1,state,1,state,1,state
technical,1,3,1,technical,1,technical,1,technical,1,technical,2,techn | ical
double,1,3,1,double,1,double,1,double,1,double,1,double
closed,1,3,1,closed,1,closed,1,closed,1,closed,1,closed
health,1,3,1,health,1,health,1,health,1,health,1,health
round,1,3,1,round,1,round,1,round,1,round,1,round
free,1,3,1,free,1,free,1,free,1,free,1,free
period,1,4,1,period,1,period,1,period,1,period,1,period
repairable,35,4,2,repair | ##able,3,rep | ai | rable,2,repair | able,2,repair | able,3,rep | ai | rable
deliverd,8,4,2,deliver | ##d,3,del | iver | d,2,deliver | d,2,deliver | d,3,del | iver | d
visuel,14,4,2,vis | ##uel,2,vis | uel,2,vis | uel,2,vis | uel,2,vis | uel
imperfection,32,4,2,imperfect | ##ion,2,imper | fection,2,imper | fection,2,imper | fection,2,imper | fection
pump,246,4,1,pump,2,p | ump,1,pump,1,pump,2,p | ump
rough,328,4,1,rough,1,rough,1,rough,1,rough,1,rough
depth,334,4,1,depth,1,depth,1,depth,1,depth,1,depth
transfer,325,4,1,transfer,1,transfer,1,transfer,1,transfer,1,transfer
chapter,234,4,1,chapter,1,chapter,1,chapter,1,chapter,1,chapter
applicable,36,4,1,applicable,2,ap | plicable,1,applicable,2,app | licable,2,ap | plicable
visible,98,4,1,visible,1,visible,1,visible,1,visible,1,visible
inner,108,4,1,inner,1,inner,1,inner,1,inner,1,inner
excessive,37,4,1,excessive,3,ex | cess | ive,2,excess | ive,3,ex | cess | ive,3,ex | cess | ive
forward,208,4,1,forward,1,forward,1,forward,1,forward,1,forward
glass,82,4,1,glass,1,glass,1,glass,1,glass,1,glass
inch,34,4,1,inch,1,inch,1,inch,1,inch,1,inch
anti,137,4,1,anti,1,anti,1,anti,1,anti,1,anti
revision,18,4,1,revision,1,revision,1,revision,1,revision,2,re | vision
button,15,4,1,button,1,button,1,button,1,button,1,button
chain,38,4,1,chain,1,chain,1,chain,1,chain,1,chain
open,253,4,1,open,1,open,1,open,1,open,1,open
inventory,12,4,1,inventory,1,inventory,1,inventory,1,inventory,1,inventory
heavy,56,4,1,heavy,1,heavy,1,heavy,1,heavy,2,he | avy
soft,20,4,1,soft,1,soft,1,soft,1,soft,1,soft
warning,15,4,1,warning,1,warning,1,warning,1,warning,1,warning
measured,13,4,1,measured,1,measured,1,measured,2,me | asured,1,measured
heat,17,4,1,heat,1,heat,1,heat,1,heat,1,heat
electric,22,4,1,electric,1,electric,1,electric,1,electric,1,electric
bag,7,4,1,bag,1,bag,1,bag,1,bag,1,bag
package,8,4,1,package,1,package,1,package,1,package,1,package
point,50,4,1,point,1,point,1,point,1,point,1,point
criterion,4,4,1,criterion,2,c | riterion,1,criterion,1,criterion,2,c | riterion
frond,2,4,2,fr | ##ond,2,fr | ond,2,fr | ond,2,fr | ond,2,fr | ond
damaged,8,4,1,damaged,2,dam | aged,1,damaged,2,dam | aged,2,dam | aged
heatewr,1,4,3,heat | ##ew | ##r,3,he | ate | wr,3,he | ate | wr,3,he | ate | wr,3,he | ate | wr
anckor,1,4,3,an | ##cko | ##r,3,an | ck | or,3,an | ck | or,3,an | ck | or,3,an | ck | or
rubberis,1,4,2,rubber | ##is,3,rub | ber | is,2,rubber | is,3,rub | ber | is,3,rub | ber | is
emoval,1,4,3,em | ##ova | ##l,2,em | oval,2,em | oval,2,em | oval,2,em | oval
posistion,1,4,3,po | ##sis | ##tion,3,pos | ist | ion,3,pos | ist | ion,3,pos | ist | ion,3,pos | ist | ion
thelimit,1,4,3,the | ##lim | ##it,2,the | limit,2,the | limit,2,the | limit,2,the | limit
projectnr,1,4,2,project | ##nr,2,project | nr,2,project | nr,2,project | nr,2,project | nr
materila,1,4,2,mater | ##ila,2,mater | ila,2,mater | ila,2,mater | ila,3,m | ater | ila
repaireable,1,4,3,repair | ##ea | ##ble,4,re | pa | ire | able,4,re | pa | ire | able,4,re | pa | ire | able,4,re | pa | ire | able
dimensios,1,4,3,dime | ##ns | ##ios,3,dim | ens | ios,3,dim | ens | ios,3,dim | ens | ios,3,d | imens | ios
repaird,1,4,2,repair | ##d,2,repair | d,2,repair | d,2,repair | d,2,rep | aird
depht,1,4,3,de | ##ph | ##t,2,dep | ht,2,dep | ht,2,dep | ht,3,de | p | ht
environmetal,1,4,5,en | ##vir | ##on | ##met | ##al,3,en | viron | metal,2,environ | metal,3,en | viron | metal,3,environ | met | al
invertory,1,4,3,in | ##vert | ##ory,2,invert | ory,2,invert | ory,2,invert | ory,3,in | vert | ory
aviable,1,4,2,av | ##iable,2,avi | able,2,avi | able,2,avi | able,2,avi | able
worrn,1,4,3,wo | ##rr | ##n,3,w | orr | n,2,wor | rn,3,w | orr | n,3,w | orr | n
foundwithin,1,4,3,found | ##with | ##in,2,found | within,2,found | within,2,found | within,2,found | within
sense,7,4,1,sense,1,sense,1,sense,1,sense,2,s | ense
innerside,1,4,2,inner | ##side,2,inners | ide,3,in | ners | ide,2,inners | ide,2,inners | ide
laboratory,5,4,1,laboratory,2,labor | atory,1,laboratory,2,labor | atory,2,labor | atory
relative,5,4,1,relative,1,relative,1,relative,1,relative,1,relative
compleet,1,4,3,com | ##ple | ##et,3,com | ple | et,2,comple | et,3,com | ple | et,3,com | ple | et
visuele,1,4,3,vis | ##uel | ##e,2,vis | uele,2,vis | uele,2,vis | uele,2,vis | uele
build,6,4,1,build,1,build,1,build,1,build,1,build
turn,7,4,1,turn,1,turn,1,turn,1,turn,1,turn
change,8,4,1,change,1,change,1,change,1,change,1,change
main,16,4,1,main,1,main,1,main,1,main,1,main
project,9,4,1,project,1,project,1,project,1,project,1,project
special,9,4,1,special,1,special,1,special,1,special,1,special
retrieve,2,4,1,retrieve,1,retrieve,1,retrieve,1,retrieve,2,re | trieve
consultation,2,4,1,consultation,2,consult | ation,2,consult | ation,2,consult | ation,3,cons | ult | ation
set,12,4,1,set,1,set,1,set,1,set,1,set
buton,1,4,2,but | ##on,2,but | on,1,buton,2,but | on,2,but | on
stop,4,4,1,stop,1,stop,1,stop,1,stop,1,stop
buttock,1,4,2,butt | ##ock,3,but | t | ock,2,butt | ock,3,but | t | ock,3,but | t | ock
smooth,2,4,1,smooth,1,smooth,1,smooth,1,smooth,2,s | mooth
work,10,4,1,work,1,work,1,work,1,work,1,work
alternate,2,4,1,alternate,1,alternate,1,alternate,1,alternate,2,altern | ate
site,5,4,1,site,1,site,1,site,1,site,1,site
print,2,4,1,print,1,print,1,print,1,print,1,print
undamaged,1,4,3,und | ##ama | ##ged,3,und | am | aged,2,und | amaged,2,und | amaged,3,und | am | aged
vendor,1,4,1,vendor,1,vendor,1,vendor,1,vendor,1,vendor
usable,1,4,1,usable,1,usable,1,usable,1,usable,1,usable
stationary,1,4,1,stationary,2,station | ary,1,stationary,2,station | ary,2,station | ary
size,2,4,1,size,1,size,1,size,1,size,1,size
alert,1,4,1,alert,1,alert,1,alert,1,alert,1,alert
boxes,1,4,1,boxes,1,boxes,1,boxes,1,boxes,1,boxes
min,1,4,1,min,1,min,1,min,1,min,1,min
enhanced,1,4,1,enhanced,2,enh | anced,1,enhanced,2,enh | anced,2,en | hanced
burning,1,4,1,burning,2,burn | ing,1,burning,2,burn | ing,2,burn | ing
indicate,1,4,1,indicate,2,ind | icate,1,indicate,2,ind | icate,2,ind | icate
severe,1,4,1,severe,2,se | vere,1,severe,2,se | vere,2,se | vere
affected,1,4,1,affected,1,affected,1,affected,1,affected,2,aff | ected
effect,1,4,1,effect,1,effect,1,effect,1,effect,1,effect
mixed,1,4,1,mixed,1,mixed,1,mixed,1,mixed,2,m | ixed
external,4,4,1,external,1,external,1,external,1,external,1,external
sea,1,4,1,sea,1,sea,1,sea,1,sea,1,sea
hall,1,4,1,hall,1,hall,1,hall,1,hall,1,hall
division,1,4,1,division,1,division,1,division,1,division,1,division
accessory,2229,4,1,accessory,2,access | ory,1,accessory,2,access | ory,2,access | ory
lenght,12,4,2,len | ##ght,2,l | enght,2,leng | ht,2,leng | ht,3,l | eng | ht
enviremental,10,4,4,en | ##vir | ##ement | ##al,3,env | irement | al,3,env | irement | al,3,env | irement | al,3,env | irement | al
enviromental,11,4,4,en | ##vir | ##ome | ##ntal,3,env | iro | mental,4,en | vi | ro | mental,3,env | iro | mental,4,en | vi | ro | mental
aprox,12,4,2,apr | ##ox,2,apro | x,2,ap | rox,2,apro | x,2,ap | rox
dimentional,13,4,3,dime | ##nti | ##onal,3,d | iment | ional,3,d | iment | ional,3,d | iment | ional,3,d | iment | ional
manual,1755,4,1,manual,1,manual,1,manual,1,manual,1,manual
replaceable,62,4,2,replace | ##able,2,replace | able,1,replaceable,2,replace | able,2,replace | able
cubic,240,4,1,cubic,1,cubic,1,cubic,2,c | ubic,2,c | ubic
rubber,368,4,1,rubber,2,rub | ber,1,rubber,2,rub | ber,2,rub | ber
detach,52,4,2,det | ##ach,1,detach,1,detach,1,detach,2,det | ach
variable,485,4,1,variable,1,variable,1,variable,1,variable,1,variable
spray,111,4,1,spray,2,sp | ray,1,spray,2,spr | ay,2,sp | ray
oil,1433,4,1,oil,1,oil,1,oil,1,oil,2,o | il
paint,307,4,1,paint,1,paint,1,paint,1,paint,2,p | aint
hole,348,4,1,hole,1,hole,1,hole,1,hole,1,hole
length,3568,4,1,length,1,length,1,length,1,length,1,length
remark,53,4,1,remark,1,remark,1,remark,1,remark,1,remark
attach,51,4,1,attach,1,attach,1,attach,1,attach,1,attach
item,111,4,1,item,1,item,1,item,1,item,1,item
dirty,92,4,1,dirty,1,dirty,1,dirty,1,dirty,2,dir | ty
hand,1168,4,1,hand,1,hand,1,hand,1,hand,1,hand
outer,135,4,1,outer,1,outer,1,outer,1,outer,1,outer
metal,213,4,1,metal,1,metal,1,metal,1,metal,2,met | al
sytem,3,4,2,sy | ##tem,2,sy | tem,3,s | yt | em,2,sy | tem,3,s | yt | em
metalic,3,4,2,metal | ##ic,2,metal | ic,2,metal | ic,2,met | alic,3,met | al | ic
upper,417,4,1,upper,1,upper,1,upper,1,upper,1,upper
rear,127,4,1,rear,1,rear,1,rear,1,rear,2,re | ar
box,202,4,1,box,1,box,1,box,1,box,1,box
sign,164,4,1,sign,1,sign,1,sign,1,sign,1,sign
cooking,36,4,1,cooking,2,co | oking,1,cooking,2,c | ooking,2,co | oking
measurement,30,4,1,measurement,1,measurement,1,measurement,1,measurement,2,measure | ment
removal,53,4,1,removal,2,rem | oval,1,removal,2,rem | oval,2,rem | oval
testing,67,4,1,testing,1,testing,1,testing,1,testing,1,testing
unit,189,4,1,unit,1,unit,1,unit,1,unit,1,unit
suspeeted,2,4,4,su | ##sp | ##eet | ##ed,3,sus | pe | eted,3,sus | pe | eted,3,sus | pe | eted,3,sus | pe | eted
poor,144,4,1,poor,1,poor,1,poor,1,poor,1,poor
dirt,22,4,1,dirt,2,dir | t,1,dirt,2,d | irt,2,d | irt
bad,95,4,1,bad,1,bad,1,bad,1,bad,1,bad
readable,10,4,2,read | ##able,2,read | able,1,readable,2,read | able,2,read | able
computer,101,4,1,computer,1,computer,1,computer,1,computer,1,computer
intersection,34,4,1,intersection,1,intersection,1,intersection,1,intersection,2,inter | section
bended,4,4,2,bend | ##ed,2,b | ended,2,b | ended,2,b | ended,2,b | ended
revieuw,2,4,3,rev | ##ieu | ##w,3,rev | ie | uw,3,rev | ieu | w,3,rev | ie | uw,3,rev | ieu | w
visiual,2,4,3,vis | ##iu | ##al,2,visi | ual,2,visi | ual,2,visi | ual,2,visi | ual
coverd,2,4,2,cover | ##d,2,cover | d,2,cover | d,2,cover | d,2,cover | d
damge,2,4,2,dam | ##ge,2,dam | ge,2,dam | ge,2,dam | ge,2,dam | ge
probaly,2,4,3,pro | ##bal | ##y,3,pro | bal | y,3,pro | bal | y,2,prob | aly,3,pro | bal | y
report,144,4,1,report,1,report,1,report,1,report,1,report
complition,2,4,3,com | ##pl | ##ition,2,compl | ition,2,compl | ition,2,compl | ition,3,com | pl | ition
residu,2,4,3,res | ##id | ##u,2,res | idu,2,res | idu,2,res | idu,2,res | idu
visable,2,4,2,visa | ##ble,2,vis | able,2,vis | able,2,vis | able,2,vis | able
max,47,4,1,max,1,max,1,max,1,max,1,max
completion,39,4,1,completion,1,completion,1,completion,1,completion,2,com | pletion
corner,52,4,1,corner,1,corner,1,corner,1,corner,2,cor | ner
cool,26,4,1,cool,1,cool,1,cool,1,cool,1,cool
fount,4,4,2,f | ##ount,2,f | ount,2,f | ount,2,f | ount,2,f | ount
splatter,5,4,3,sp | ##lat | ##ter,2,spl | atter,2,spl | atter,2,spl | atter,3,s | pl | atter
glue,7,4,1,glue,2,gl | ue,1,glue,2,gl | ue,2,gl | ue
rapport,6,4,2,rap | ##port,1,rapport,1,rapport,1,rapport,2,rap | port
maximum,38,4,1,maximum,1,maximum,1,maximum,1,maximum,1,maximum
incoming,11,4,1,incoming,1,incoming,1,incoming,1,incoming,2,in | coming
table,56,4,1,table,1,table,1,table,1,table,1,table
hight,3,4,2,high | ##t,2,h | ight,2,h | ight,2,h | ight,2,h | ight
electrician,5,4,2,electric | ##ian,2,electric | ian,2,electric | ian,2,electric | ian,2,electric | ian
stuck,10,4,1,stuck,2,st | uck,2,st | uck,2,st | uck,2,st | uck
partial,17,4,1,partial,1,partial,1,partial,1,partial,1,partial
value,30,4,1,value,1,value,1,value,1,value,1,value
area,352,4,1,area,1,area,1,area,1,area,1,area
plastic,11,4,1,plastic,1,plastic,1,plastic,1,plastic,1,plastic
additional,55,4,1,additional,1,additional,1,additional,1,additional,1,additional
mising,2,4,2,mis | ##ing,2,m | ising,2,m | ising,2,m | ising,2,m | ising
quantity,8,4,1,quantity,1,quantity,1,quantity,1,quantity,1,quantity
protective,8,4,1,protective,2,protect | ive,1,protective,2,protect | ive,1,protective
losse,2,4,2,loss | ##e,2,los | se,2,los | se,2,los | se,2,los | se
available,52,4,1,available,1,available,1,available,1,available,1,available
substitute,11,4,1,substitute,2,sub | stitute,2,sub | stitute,2,sub | stitute,2,sub | stitute
app,7,4,1,app,1,app,1,app,1,app,1,app
significant,38,4,1,significant,1,significant,1,significant,2,sign | ificant,2,sign | ificant
cord,5,4,1,cord,1,cord,1,cord,1,cord,1,cord
upto,2,4,2,up | ##to,2,up | to,2,upt | o,2,upt | o,2,upt | o
light,36,4,1,light,1,light,1,light,1,light,1,light
normal,14,4,1,normal,1,normal,1,normal,1,normal,1,normal
internal,14,4,1,internal,1,internal,1,internal,1,internal,1,internal
replacement,11,4,1,replacement,2,re | placement,1,replacement,1,replacement,2,re | placement
part,352,4,1,part,1,part,1,part,1,part,1,part
request,11,4,1,request,1,request,1,request,1,request,1,request
advise,4,4,1,advise,2,adv | ise,2,adv | ise,2,adv | ise,2,adv | ise
typical,11,4,1,typical,1,typical,1,typical,2,typ | ical,2,typ | ical
recommend,4,4,1,recommend,1,recommend,1,recommend,1,recommend,2,re | commend
present,41,4,1,present,1,present,1,present,1,present,1,present
perform,10,4,1,perform,1,perform,1,perform,1,perform,1,perform
review,19,4,1,review,1,review,1,review,1,review,1,review
piesce,1,4,3,pie | ##sc | ##e,2,pies | ce,2,pies | ce,2,pies | ce,2,pies | ce
severanl,1,4,3,se | ##vera | ##nl,3,sever | an | l,3,sever | an | l,4,se | ver | an | l,3,sever | an | l
sideto,1,4,2,side | ##to,2,sid | eto,2,sid | eto,2,sid | eto,2,sid | eto
transpoert,1,4,3,trans | ##po | ##ert,3,trans | po | ert,3,trans | po | ert,3,trans | po | ert,3,trans | po | ert
indification,1,4,2,ind | ##ification,2,ind | ification,2,ind | ification,2,ind | ification,2,ind | ification
identifaction,1,4,5,id | ##ent | ##if | ##act | ##ion,3,ident | if | action,3,ident | if | action,3,ident | if | action,3,ident | if | action
douwnload,1,4,5,do | ##uw | ##nl | ##oa | ##d,3,dou | wn | load,3,dou | wn | load,3,dou | wn | load,4,d | ou | wn | load
signsof,1,4,2,signs | ##of,2,sign | sof,2,sign | sof,2,sign | sof,3,sign | so | f
placesmissing,1,4,3,places | ##mis | ##sing,2,places | missing,2,places | missing,2,places | missing,2,places | missing
enviromentel,1,4,5,en | ##vir | ##ome | ##nte | ##l,4,env | iro | ment | el,5,en | vi | ro | ment | el,4,env | iro | ment | el,5,en | vi | ro | ment | el
envouremental,1,4,4,en | ##vo | ##ure | ##mental,4,env | ou | rement | al,4,env | ou | rement | al,3,env | oure | mental,3,env | oure | mental
dificult,1,4,4,di | ##fi | ##cu | ##lt,3,d | ific | ult,3,d | ific | ult,3,d | ific | ult,3,d | ific | ult
inpackt,1,4,3,in | ##pack | ##t,3,in | pack | t,3,in | pack | t,3,in | pack | t,3,in | pack | t
cheack,1,4,2,che | ##ack,2,che | ack,2,che | ack,2,che | ack,2,che | ack
nosignificant,1,4,4,nos | ##ign | ##ific | ##ant,3,nos | ign | ificant,3,nos | ign | ificant,3,nos | ign | ificant,3,nos | ign | ificant
leadinng,1,4,3,lead | ##inn | ##g,3,le | adin | ng,3,le | adin | ng,3,le | adin | ng,3,le | adin | ng
complaind,1,4,2,complain | ##d,3,com | pla | ind,3,com | plain | d,3,compl | a | ind,3,com | plain | d
possibel,1,4,3,po | ##ssi | ##bel,2,poss | ibel,2,poss | ibel,2,poss | ibel,2,poss | ibel
satisfactionay,1,4,2,satisfaction | ##ay,3,satisf | action | ay,3,satisf | action | ay,3,s | atisfaction | ay,4,s | atisf | action | ay
polution,1,4,2,pol | ##ution,2,pol | ution,2,p | olution,2,pol | ution,2,p | olution
prjct,1,4,3,pr | ##j | ##ct,3,pr | j | ct,2,prj | ct,3,pr | j | ct,3,pr | j | ct
andlower,1,4,3,and | ##lowe | ##r,2,and | lower,2,and | lower,2,and | lower,2,and | lower
sustem,1,4,3,su | ##ste | ##m,3,s | ust | em,2,sust | em,3,s | ust | em,3,s | ust | em
lenghti,1,4,3,len | ##ght | ##i,2,leng | hti,2,leng | hti,2,leng | hti,3,l | eng | hti
incomming,1,4,3,inc | ##om | ##ming,3,in | comm | ing,3,in | comm | ing,3,in | comm | ing,3,in | com | ming
sevaral,1,4,3,se | ##vara | ##l,3,se | var | al,3,se | var | al,3,se | var | al,3,se | var | al
numner,1,4,3,nu | ##m | ##ner,2,num | ner,2,num | ner,2,num | ner,2,num | ner
sctrach,1,4,3,sc | ##tra | ##ch,3,s | ct | rach,3,s | ct | rach,3,s | ct | rach,3,s | ct | rach
stationairy,1,4,3,station | ##air | ##y,2,station | airy,2,station | airy,2,station | airy,3,station | air | y
tranportation,1,4,3,tran | ##port | ##ation,3,tran | port | ation,3,tran | port | ation,3,tran | port | ation,3,tran | port | ation
treahd,1,4,3,tre | ##ah | ##d,3,tre | ah | d,3,tre | ah | d,3,tre | ah | d,3,tre | ah | d
sugest,1,4,3,su | ##ges | ##t,3,s | ug | est,3,s | ug | est,3,s | ug | est,3,s | ug | est
arrival,8,4,1,arrival,1,arrival,1,arrival,1,arrival,2,arr | ival
download,5,4,1,download,1,download,1,download,1,download,1,download
clean,6,4,1,clean,1,clean,1,clean,1,clean,1,clean
piecesa,1,4,2,pieces | ##a,2,pieces | a,2,pieces | a,2,pieces | a,2,pieces | a
removel,1,4,2,remove | ##l,2,rem | ovel,2,rem | ovel,2,rem | ovel,2,rem | ovel
thisshop,1,4,3,this | ##sho | ##p,2,this | shop,3,th | iss | hop,2,this | shop,4,th | iss | h | op
appliccable,1,4,3,app | ##lic | ##cable,4,ap | plic | c | able,2,applic | cable,4,app | lic | c | able,4,ap | plic | c | able
signd,1,4,2,sign | ##d,2,sign | d,2,sig | nd,2,sig | nd,2,sig | nd
parental,3,4,1,parental,2,parent | al,2,parent | al,2,parent | al,2,parent | al
insuficient,1,4,3,ins | ##uf | ##icient,3,ins | uf | icient,3,ins | uf | icient,3,ins | uf | icient,3,ins | uf | icient
complete,13,4,1,complete,1,complete,1,complete,1,complete,1,complete
completeness,2,4,2,complete | ##ness,3,com | ple | teness,2,comple | teness,3,com | ple | teness,3,com | ple | teness
sufferd,1,4,2,suffer | ##d,3,su | ffer | d,3,s | uffer | d,3,s | uffer | d,3,su | ffer | d
picure,1,4,2,pic | ##ure,2,pic | ure,2,pic | ure,2,pic | ure,2,pic | ure
appox,1,4,2,app | ##ox,2,app | ox,2,app | ox,2,app | ox,2,app | ox
totaly,1,4,2,total | ##y,2,total | y,2,total | y,2,total | y,2,total | y
thelower,1,4,3,the | ##lowe | ##r,2,the | lower,2,the | lower,2,the | lower,2,the | lower
uitgevoerd,1,4,6,ui | ##t | ##ge | ##vo | ##er | ##d,3,uit | ge | voerd,3,uit | ge | voerd,3,uit | ge | voerd,3,uit | ge | voerd
minimun,1,4,2,mini | ##mun,3,min | im | un,2,minim | un,3,min | im | un,3,min | im | un
morethan,1,4,2,more | ##than,3,mor | eth | an,2,more | than,2,more | than,3,mor | eth | an
reduced,8,4,1,reduced,1,reduced,1,reduced,2,re | duced,2,redu | ced
activity,8,4,1,activity,1,activity,1,activity,1,activity,1,activity
result,18,4,1,result,1,result,1,result,1,result,1,result
centimeter,2,4,2,cent | ##imeter,2,cent | imeter,2,cent | imeter,2,cent | imeter,2,cent | imeter
loss,10,4,1,loss,1,loss,1,loss,1,loss,1,loss
data,9,4,1,data,1,data,1,data,1,data,1,data
inpact,1,4,3,in | ##pac | ##t,2,inp | act,2,inp | act,2,inp | act,2,inp | act
generel,1,4,2,gene | ##rel,2,gener | el,2,gener | el,2,gener | el,2,gener | el
moist,3,4,1,moist,2,mo | ist,2,mo | ist,2,mo | ist,2,mo | ist
overall,10,4,1,overall,1,overall,1,overall,1,overall,2,over | all
row,5,4,1,row,1,row,1,row,1,row,1,row
transport,8,4,1,transport,1,transport,1,transport,1,transport,1,transport
paperwork,2,4,1,paperwork,2,paper | work,2,paper | work,2,paper | work,2,paper | work
sand,4,4,1,sand,1,sand,1,sand,1,sand,2,s | and
effective,6,4,1,effective,1,effective,1,effective,1,effective,2,e | ffective
cloudy,2,4,1,cloudy,2,cloud | y,2,cloud | y,2,cloud | y,2,cloud | y
generic,3,4,1,generic,1,generic,1,generic,1,generic,1,generic
procent,1,4,2,pro | ##cent,2,pro | cent,2,pro | cent,2,pro | cent,2,pro | cent
video,11,4,1,video,1,video,1,video,1,video,1,video
salt,4,4,1,salt,1,salt,1,salt,1,salt,2,s | alt
short,14,4,1,short,1,short,1,short,1,short,1,short
bill,7,4,1,bill,1,bill,1,bill,1,bill,1,bill
noted,8,4,1,noted,2,not | ed,2,not | ed,2,not | ed,2,not | ed
consult,2,4,1,consult,1,consult,1,consult,1,consult,2,cons | ult
detailed,4,4,1,detailed,2,d | etailed,1,detailed,2,d | etailed,2,d | etailed
improper,2,4,1,improper,2,im | proper,2,im | proper,2,im | proper,3,im | pro | per
multi,5,4,1,multi,1,multi,1,multi,1,multi,1,multi
difference,4,4,1,difference,1,difference,1,difference,1,difference,2,d | ifference
hour,5,4,1,hour,1,hour,1,hour,1,hour,1,hour
percent,4,4,1,percent,1,percent,1,percent,1,percent,1,percent
management,7,4,1,management,1,management,1,management,1,management,1,management
miner,2,4,1,miner,1,miner,1,miner,1,miner,2,min | er
file,3,4,1,file,1,file,1,file,1,file,1,file
circumstantially,1,4,6,ci | ##rc | ##ums | ##tan | ##tial | ##ly,4,circ | um | stant | ially,2,circum | stantially,4,circ | um | stant | ially,4,circ | um | stant | ially
rest,6,4,1,rest,1,rest,1,rest,1,rest,1,rest
basic,4,4,1,basic,1,basic,1,basic,1,basic,1,basic
necessary,4,4,1,necessary,1,necessary,1,necessary,1,necessary,2,necess | ary
robbery,2,4,1,robbery,2,rob | bery,2,rob | bery,2,rob | bery,2,rob | bery
information,7,4,1,information,1,information,1,information,1,information,1,information
gill,2,4,1,gill,2,g | ill,1,gill,2,g | ill,2,g | ill
useable,1,4,2,use | ##able,2,use | able,2,use | able,2,use | able,2,use | able
cleaning,2,4,1,cleaning,2,clean | ing,1,cleaning,2,clean | ing,2,cle | aning
able,6,4,1,able,1,able,1,able,1,able,1,able
posible,1,4,2,po | ##sible,2,pos | ible,2,pos | ible,2,pos | ible,2,pos | ible
remain,4,4,1,remain,1,remain,1,remain,1,remain,2,rem | ain
evidence,4,4,1,evidence,1,evidence,1,evidence,2,e | vidence,2,ev | idence
average,5,4,1,average,1,average,1,average,1,average,1,average
costumer,1,4,2,costume | ##r,2,cost | umer,2,cost | umer,2,cost | umer,2,cost | umer
floe,1,4,2,fl | ##oe,2,f | loe,2,flo | e,2,f | loe,2,f | loe
outside,5,4,1,outside,1,outside,1,outside,1,outside,1,outside
minimal,2,4,1,minimal,1,minimal,1,minimal,1,minimal,2,min | imal
need,4,4,1,need,1,need,1,need,1,need,1,need
transporte,1,4,2,transport | ##e,2,trans | porte,2,trans | porte,2,trans | porte,2,trans | porte
problem,3,4,1,problem,1,problem,1,problem,1,problem,1,problem
pen,2,4,1,pen,1,pen,1,pen,1,pen,1,pen
return,5,4,1,return,1,return,1,return,1,return,1,return
error,2,4,1,error,1,error,1,error,1,error,1,error
label,3,4,1,label,1,label,1,label,1,label,1,label
wide,4,4,1,wide,1,wide,1,wide,1,wide,1,wide
thick,2,4,1,thick,1,thick,1,thick,2,th | ick,2,th | ick
invoice,1,4,3,in | ##vo | ##ice,1,invoice,1,invoice,1,invoice,1,invoice
remove,2,4,1,remove,1,remove,1,remove,1,remove,1,remove
close,4,4,1,close,1,close,1,close,1,close,1,close
silver,3,4,1,silver,1,silver,1,silver,1,silver,2,sil | ver
threat,2,4,1,threat,2,th | reat,1,threat,2,th | reat,2,th | reat
fuzz,1,4,2,fu | ##zz,2,f | uzz,2,f | uzz,2,f | uzz,2,f | uzz
bode,1,4,2,bo | ##de,2,b | ode,2,b | ode,2,b | ode,2,b | ode
discard,1,4,2,disc | ##ard,2,disc | ard,1,discard,1,discard,2,disc | ard
outermost,1,4,2,outer | ##most,2,out | ermost,2,outer | most,2,outer | most,2,outer | most
sticker,1,4,2,stick | ##er,2,st | icker,1,sticker,2,st | icker,2,st | icker
filthy,1,4,1,filthy,2,fil | thy,2,fil | thy,2,fil | thy,2,fil | thy
expiry,1,4,3,ex | ##pi | ##ry,2,ex | piry,1,expiry,1,expiry,2,ex | piry
liter,1,4,1,liter,1,liter,1,liter,1,liter,1,liter
cleanup,1,4,1,cleanup,1,cleanup,1,cleanup,1,cleanup,2,clean | up
dark,2,4,1,dark,1,dark,1,dark,1,dark,1,dark
cause,2,4,1,cause,1,cause,1,cause,1,cause,1,cause
addition,3,4,1,addition,1,addition,1,addition,1,addition,2,add | ition
attention,2,4,1,attention,1,attention,1,attention,1,attention,2,att | ention
removed,2,4,1,removed,1,removed,1,removed,1,removed,1,removed
time,9,4,1,time,1,time,1,time,1,time,1,time
shipment,1,4,1,shipment,1,shipment,2,ship | ment,1,shipment,2,ship | ment
rusty,1,4,1,rusty,2,rust | y,1,rusty,2,rust | y,2,rust | y
specific,2,4,1,specific,1,specific,1,specific,1,specific,1,specific
federal,2,4,1,federal,2,f | ederal,1,federal,2,f | ederal,2,f | ederal
administration,2,4,1,administration,1,administration,1,administration,2,administr | ation,2,ad | ministration
emigration,1,4,1,emigration,2,em | igration,2,em | igration,2,em | igration,2,em | igration
noticeable,1,4,1,noticeable,2,notice | able,2,notice | able,2,notice | able,2,notice | able
calculation,1,4,1,calculation,1,calculation,1,calculation,2,cal | culation,2,calc | ulation
mound,1,4,1,mound,2,m | ound,2,m | ound,2,m | ound,2,m | ound
limited,2,4,1,limited,1,limited,1,limited,1,limited,1,limited
